indicator.label,sex.label,classif1.label,time,obs_value
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2018,134.033
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2018,497.203
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Total,2018,5110.096
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2018,3849.836
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2018,66.71
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2018,658.318
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2018,32.64
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Construction ~ISIC rev.4 F,2018,272.814
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2018,2479.189
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2018,269.503
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2018,464.61
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2018,113.114
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2018,206.337
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2018,194.298
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Education ~ISIC rev.4 P,2018,667.818
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2018,211.416
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2018,930.894
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Total,2017,20828.277
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2017,7326.609
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2017,168.262
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2017,1498.416
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2017,73.933
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Construction ~ISIC rev.4 F,2017,1236.247
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2017,4239.317
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2017,1272.567
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2017,720.921
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2017,197.566
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2017,638.338
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2017,504.392
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Education ~ISIC rev.4 P,2017,1198.401
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2017,340.247
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2017,1413.06
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Total,2017,5458.043
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2017,3436.792
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2017,107.531
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2017,843.301
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2017,46.084
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Construction ~ISIC rev.4 F,2017,1026.716
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2017,1817.592
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2017,1021.11
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2017,291.034
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2017,95.402
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2017,447.907
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2017,317.627
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Education ~ISIC rev.4 P,2017,571.135
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2017,136.012
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Male,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2017,503.915
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Total,2017,4962.003
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2017,3889.817
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2017,60.732
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2017,655.116
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2017,27.849
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Construction ~ISIC rev.4 F,2017,209.531
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2017,2421.725
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2017,251.458
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2017,429.887
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2017,102.164
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2017,190.431
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Public administration and defence; compulsory social security ~ISIC rev.4 O,2017,186.764
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Education ~ISIC rev.4 P,2017,627.265
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Human health and social work activities ~ISIC rev.4 Q,2017,204.234
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Female,Economic activity (Detailed): Other services ~ISIC rev.4 R; S; T; U,2017,909.145
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Total,2016,20409.737
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Agriculture; forestry and fishing ~ISIC rev.4 A,2016,7320.619
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Mining and quarrying ~ISIC rev.4 B,2016,159.866
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Manufacturing ~ISIC rev.4 C,2016,1504.626
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Utilities ~ISIC rev.4 D; E,2016,70.114
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Construction ~ISIC rev.4 F,2016,1129.024
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Wholesale and retail trade; repair of motor vehicles and motorcycles ~ISIC rev.4 G,2016,4223.909
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Transport; storage and communication ~ISIC rev.4 H; J,2016,1178.984
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Accommodation and food service activities ~ISIC rev.4 I,2016,694.241
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Financial and insurance activities ~ISIC rev.4 K,2016,189.479
"Employment by sex and economic activity -- ILO modelled estimates, Nov. 2022 (thousands)",Sex: Total,Economic activity (Detailed): Real estate; business and administrative activities ~ISIC rev.4 L; M; N,2016,579.441
